tiempo,To,RH,P,Ws,Wd,Ig,Ib,Id
2012-01-16 12:00:00,24.0,31,87535,1.5,163,794,926,108
2012-01-16 13:00:00,27.0,24,87530,2.1,250,784,824,162
2012-01-16 14:00:00,28.0,22,87572,1.0,170,729,802,162
2012-01-16 15:00:00,28.0,20,87572,2.6,190,634,853,108
2012-01-16 16:00:00,26.0,23,87488,2.1,180,452,738,101
2012-01-16 17:00:00,25.0,32,87182,1.0,200,239,515,78
2012-01-16 18:00:00,22.9,35,87113,1.0,244,0,0,0
2012-01-16 19:00:00,20.7,38,87043,1.0,270,0,0,0
2012-01-16 20:00:00,18.6,42,86974,1.0,360,0,0,0
2012-01-16 21:00:00,18.0,43,86966,1.0,317,0,0,0
2012-01-16 22:00:00,17.5,43,86958,1.0,326,0,0,0
2012-01-16 23:00:00,16.9,44,86950,1.0,360,0,0,0
2012-01-17 00:00:00,16.3,46,87101,1.0,144,0,0,0
2012-01-17 01:00:00,15.6,47,87253,1.0,84,0,0,0
2012-01-17 02:00:00,15.0,49,87405,1.0,360,0,0,0
2012-01-17 03:00:00,14.5,51,87409,0.8,27,0,0,0
2012-01-17 04:00:00,13.9,54,87413,0.5,8,0,0,0
2012-01-17 05:00:00,13.4,56,87418,0.2,1,0,0,0
2012-01-17 06:00:00,17.0,52,87096,0.0,359,0,0,0
2012-01-17 07:00:00,17.0,52,87096,0.0,357,13,0,13
2012-01-17 08:00:00,20.0,46,87229,0.0,6,144,381,51
2012-01-17 09:00:00,23.0,41,87360,2.1,110,339,639,88
2012-01-17 10:00:00,24.0,34,87403,0.0,212,537,776,113
2012-01-17 11:00:00,25.0,32,87445,0.0,203,692,842,128
2012-01-17 12:00:00,26.0,30,87488,0.0,205,784,878,133
2012-01-17 13:00:00,26.5,28,87509,1.3,206,803,880,136
2012-01-17 14:00:00,27.0,26,87530,2.6,160,750,858,134
2012-01-17 15:00:00,27.0,24,87530,1.5,180,621,772,140
2012-01-17 16:00:00,27.0,23,87530,0.0,204,440,651,128
2012-01-17 17:00:00,25.0,28,87445,0.0,207,232,438,92
2012-01-17 18:00:00,22.9,30,87359,0.1,212,0,0,0
2012-01-17 19:00:00,20.9,34,87273,0.2,233,0,0,0
2012-01-17 20:00:00,18.8,37,87186,0.2,279,0,0,0
2012-01-17 21:00:00,18.3,38,87162,0.3,314,0,0,0
2012-01-17 22:00:00,17.9,39,87137,0.4,337,0,0,0
2012-01-17 23:00:00,17.4,41,87112,0.5,348,0,0,0
2012-01-18 00:00:00,16.8,43,87247,0.5,355,0,0,0
2012-01-18 01:00:00,16.2,45,87382,0.6,2,0,0,0
2012-01-18 02:00:00,15.7,47,87517,0.7,11,0,0,0
2012-01-18 03:00:00,15.2,50,87504,0.5,18,0,0,0
2012-01-18 04:00:00,14.8,53,87492,0.3,25,0,0,0
2012-01-18 05:00:00,14.3,56,87479,0.2,31,0,0,0
2012-01-18 06:00:00,18.0,52,87141,0.0,33,0,0,0
2012-01-18 07:00:00,17.6,50,87443,0.5,33,8,0,8
2012-01-18 08:00:00,17.2,49,87745,1.0,110,108,162,67
2012-01-18 09:00:00,21.1,39,87595,2.0,56,281,354,135
2012-01-18 10:00:00,25.0,32,87445,3.1,160,497,587,168
2012-01-18 11:00:00,22.5,43,87558,2.0,10,660,699,183
2012-01-18 12:00:00,26.0,28,87488,2.6,170,766,778,187
2012-01-18 13:00:00,27.0,26,87530,2.6,160,788,790,187
2012-01-18 14:00:00,28.0,23,87572,1.0,200,737,777,178
2012-01-18 15:00:00,28.0,23,87572,1.5,184,608,678,184
2012-01-18 16:00:00,28.0,23,87572,2.1,270,428,540,166
2012-01-18 17:00:00,24.0,31,87403,2.1,330,204,253,111
2012-01-18 18:00:00,22.3,34,87241,1.7,172,0,0,0
2012-01-18 19:00:00,20.6,37,87080,1.4,142,0,0,0
2012-01-18 20:00:00,18.9,41,86918,1.0,360,0,0,0
2012-01-18 21:00:00,18.3,42,86964,1.0,143,0,0,0
2012-01-18 22:00:00,17.6,44,87011,1.0,153,0,0,0
2012-01-18 23:00:00,17.0,45,87057,1.0,360,0,0,0
2012-01-19 00:00:00,16.5,46,87144,1.0,181,0,0,0
2012-01-19 01:00:00,16.0,46,87231,1.0,254,0,0,0
2012-01-19 02:00:00,15.4,47,87318,1.0,334,0,0,0
2012-01-19 03:00:00,14.9,47,87404,1.0,338,0,0,0
2012-01-19 04:00:00,14.4,48,87491,1.0,338,0,0,0
2012-01-19 05:00:00,13.9,49,87578,1.0,220,0,0,0
2012-01-19 06:00:00,16.0,45,87051,0.0,351,0,0,0
2012-01-19 07:00:00,20.0,35,87229,0.0,359,12,0,12
2012-01-19 08:00:00,15.9,48,87721,1.0,10,139,337,57
2012-01-19 09:00:00,22.0,29,87316,1.5,230,332,590,99
2012-01-19 10:00:00,23.0,29,87360,2.6,140,531,733,128
2012-01-19 11:00:00,22.0,37,87562,1.0,220,685,804,145
2012-01-19 12:00:00,26.0,23,87488,2.6,210,785,870,135
2012-01-19 13:00:00,26.0,23,87488,3.1,140,806,876,136
2012-01-19 14:00:00,25.0,32,87148,1.0,200,690,635,225
2012-01-19 15:00:00,26.0,24,87488,1.5,190,559,532,214
2012-01-19 16:00:00,25.0,28,87445,0.0,227,378,461,160
2012-01-19 17:00:00,23.0,34,86872,1.0,250,166,188,118
2012-01-19 18:00:00,21.5,38,86822,1.0,236,0,0,0
2012-01-19 19:00:00,20.0,41,86771,1.0,250,0,0,0
2012-01-19 20:00:00,18.5,45,86720,1.0,360,0,0,0
2012-01-19 21:00:00,17.7,47,86731,1.0,289,0,0,0
2012-01-19 22:00:00,16.8,49,86743,1.0,295,0,0,0
2012-01-19 23:00:00,16.0,51,86755,1.0,360,0,0,0
2012-01-20 00:00:00,15.7,51,86891,1.0,286,0,0,0
2012-01-20 01:00:00,15.5,51,87028,1.0,353,0,0,0
2012-01-20 02:00:00,15.2,51,87165,1.0,23,0,0,0
2012-01-20 03:00:00,14.5,54,87152,1.0,26,0,0,0
2012-01-20 04:00:00,13.7,57,87138,1.0,23,0,0,0
2012-01-20 05:00:00,13.0,60,87125,1.0,21,0,0,0
2012-01-20 06:00:00,16.0,59,87051,0.0,22,0,0,0
2012-01-20 07:00:00,19.0,49,87185,0.0,25,13,69,10
2012-01-20 08:00:00,16.5,56,87482,1.0,360,144,388,50
2012-01-20 09:00:00,23.0,38,87360,0.0,50,341,652,84
2012-01-20 10:00:00,24.0,36,87403,0.0,137,542,795,105
2012-01-20 11:00:00,26.0,30,87488,0.0,177,698,861,118
2012-01-20 12:00:00,27.0,28,87530,2.6,190,779,839,152
2012-01-20 13:00:00,27.0,26,87530,3.1,150,793,814,171
2012-01-20 14:00:00,26.2,35,87121,2.0,200,735,768,178
2012-01-20 15:00:00,28.0,23,87572,2.1,150,610,685,178
2012-01-20 16:00:00,27.0,23,87530,0.0,212,433,559,158
2012-01-20 17:00:00,25.0,30,87445,0.0,220,228,353,110
2012-01-20 18:00:00,22.0,38,87316,0.0,229,0,0,0
2012-01-20 19:00:00,20.5,42,86941,0.5,246,0,0,0
2012-01-20 20:00:00,18.9,47,86565,1.0,360,0,0,0
2012-01-20 21:00:00,19.2,48,86614,1.0,287,0,0,0
2012-01-20 22:00:00,19.4,48,86663,1.0,290,0,0,0
2012-01-20 23:00:00,19.7,49,86712,1.0,360,0,0,0
2012-01-21 00:00:00,18.9,51,86868,1.0,248,0,0,0
2012-01-21 01:00:00,18.2,53,87023,1.0,195,0,0,0
2012-01-21 02:00:00,17.4,55,87178,1.0,360,0,0,0
2012-01-21 03:00:00,16.6,57,87154,1.0,72,0,0,0
2012-01-21 04:00:00,15.8,59,87129,1.0,38,0,0,0
2012-01-21 05:00:00,15.0,62,87105,1.0,360,0,0,0
2012-01-21 06:00:00,17.0,68,87096,0.0,47,0,0,0
2012-01-21 07:00:00,21.0,53,87273,0.0,55,10,19,9
2012-01-21 08:00:00,17.2,67,87367,0.0,80,132,245,71
2012-01-21 09:00:00,24.0,47,87403,0.0,211,321,488,122
2012-01-21 10:00:00,25.0,39,87445,0.0,209,519,666,149
2012-01-21 11:00:00,22.9,46,87239,0.0,212,676,761,161
2012-01-21 12:00:00,27.0,32,87530,0.0,217,780,850,141
2012-01-21 13:00:00,28.0,28,87572,2.1,170,804,869,137
2012-01-21 14:00:00,27.1,39,86968,2.0,10,752,847,136
2012-01-21 15:00:00,28.0,25,87572,2.6,210,631,796,129
2012-01-21 16:00:00,27.0,30,87530,0.0,232,455,703,112
2012-01-21 17:00:00,26.0,35,86775,1.0,350,247,520,80
2012-01-21 18:00:00,24.3,39,86713,1.0,231,0,0,0
2012-01-21 19:00:00,22.7,44,86651,1.0,237,0,0,0
2012-01-21 20:00:00,21.0,49,86588,1.0,320,0,0,0
2012-01-21 21:00:00,20.0,53,86590,1.0,252,0,0,0
2012-01-21 22:00:00,19.0,56,86592,1.0,256,0,0,0
2012-01-21 23:00:00,18.0,60,86594,1.0,360,0,0,0
2012-01-22 00:00:00,17.3,63,86725,1.0,259,0,0,0
2012-01-22 01:00:00,16.5,66,86856,1.0,257,0,0,0
2012-01-22 02:00:00,15.8,69,86986,1.0,256,0,0,0
2012-01-22 03:00:00,15.3,73,87002,1.0,258,0,0,0
2012-01-22 04:00:00,14.7,76,87018,1.0,259,0,0,0
2012-01-22 05:00:00,14.2,79,87034,1.0,360,0,0,0
2012-01-22 06:00:00,16.0,72,87051,0.0,253,0,0,0
2012-01-22 07:00:00,20.0,56,87229,0.0,246,14,76,10
2012-01-22 08:00:00,15.3,80,87290,1.0,10,148,414,46
2012-01-22 09:00:00,24.0,47,87403,0.0,227,347,687,75
2012-01-22 10:00:00,24.0,44,87403,2.6,90,550,829,92
2012-01-22 11:00:00,23.2,53,87355,1.0,10,708,894,102
2012-01-22 12:00:00,28.0,28,87572,4.1,230,802,920,109
2012-01-22 13:00:00,27.0,30,87530,0.0,227,824,924,112
2012-01-22 14:00:00,28.0,26,87572,4.6,190,773,910,109
2012-01-22 15:00:00,28.0,26,87572,3.1,190,653,869,102
2012-01-22 16:00:00,27.0,28,87530,0.0,237,476,791,89
2012-01-22 17:00:00,25.0,32,87445,0.0,240,263,625,66
2012-01-22 18:00:00,22.8,37,87146,0.3,244,0,0,0
2012-01-22 19:00:00,20.7,44,86847,0.7,253,0,0,0
2012-01-22 20:00:00,18.5,52,86548,1.0,330,0,0,0
2012-01-22 21:00:00,17.9,54,86568,1.0,266,0,0,0
2012-01-22 22:00:00,17.4,55,86589,1.0,266,0,0,0
2012-01-22 23:00:00,16.8,56,86610,1.0,360,0,0,0
2012-01-23 00:00:00,15.8,59,86752,1.0,258,0,0,0
2012-01-23 01:00:00,14.9,62,86895,1.0,256,0,0,0
2012-01-23 02:00:00,13.9,66,87037,1.0,360,0,0,0
2012-01-23 03:00:00,13.3,67,87043,1.0,263,0,0,0
2012-01-23 04:00:00,12.8,68,87048,1.0,263,0,0,0
2012-01-23 05:00:00,12.2,69,87053,1.0,360,0,0,0
2012-01-23 06:00:00,15.0,63,87006,0.0,97,0,0,0
2012-01-23 07:00:00,20.0,49,87229,0.0,78,8,0,8
2012-01-23 08:00:00,15.0,67,87405,1.0,10,105,138,68
2012-01-23 09:00:00,23.0,41,87360,2.6,160,270,290,145
2012-01-23 10:00:00,24.0,38,87403,2.6,170,507,629,145
2012-01-23 11:00:00,22.1,50,87411,1.0,10,651,669,184
2012-01-23 12:00:00,26.0,32,87488,3.1,220,738,689,211
2012-01-23 13:00:00,28.0,26,87572,3.1,160,790,802,169
2012-01-23 14:00:00,28.0,25,87572,2.6,210,774,907,110
2012-01-23 15:00:00,27.0,28,87530,0.0,224,655,871,101
2012-01-23 16:00:00,26.0,30,87488,0.0,231,477,790,88
2012-01-23 17:00:00,25.0,32,87445,0.0,235,264,622,66
2012-01-23 18:00:00,23.0,38,87360,0.0,236,0,0,0
2012-01-23 19:00:00,21.7,40,87213,0.2,239,0,0,0
2012-01-23 20:00:00,20.4,42,87066,0.4,247,0,0,0
2012-01-23 21:00:00,19.0,44,86920,0.6,272,0,0,0
2012-01-23 22:00:00,17.7,47,86773,0.8,276,0,0,0
2012-01-23 23:00:00,16.4,49,86626,1.0,360,0,0,0
2012-01-24 00:00:00,15.6,49,86776,1.0,103,0,0,0
2012-01-24 01:00:00,14.8,50,86926,1.0,112,0,0,0
2012-01-24 02:00:00,14.0,50,87076,1.0,320,0,0,0
2012-01-24 03:00:00,13.7,54,87120,1.0,108,0,0,0
2012-01-24 04:00:00,13.4,60,87163,1.0,107,0,0,0
2012-01-24 05:00:00,13.1,65,87206,1.0,340,0,0,0
2012-01-24 06:00:00,15.6,60,87174,0.5,102,0,0,0
2012-01-24 07:00:00,18.0,56,87141,0.0,95,13,44,11
2012-01-24 08:00:00,22.0,43,87316,0.0,102,142,340,58
2012-01-24 09:00:00,22.0,43,87316,0.0,122,338,604,95
2012-01-24 10:00:00,24.0,38,87403,0.0,142,541,766,114
2012-01-24 11:00:00,25.0,34,87445,0.0,157,700,844,125
2012-01-24 12:00:00,26.0,32,87488,2.6,330,799,894,122
2012-01-24 13:00:00,26.0,32,87488,0.0,176,824,907,120
2012-01-24 14:00:00,27.0,28,87530,2.6,180,775,899,114
2012-01-24 15:00:00,26.0,28,87488,0.0,183,633,760,141
2012-01-24 16:00:00,26.0,28,87488,0.0,187,457,689,117
2012-01-24 17:00:00,24.0,31,87403,0.0,197,220,366,110
2012-01-24 18:00:00,22.0,38,87307,0.0,199,0,0,0
2012-01-24 19:00:00,20.7,41,87151,0.1,179,0,0,0
2012-01-24 20:00:00,19.5,43,86995,0.3,140,0,0,0
2012-01-24 21:00:00,18.2,46,86838,0.4,124,0,0,0
2012-01-24 22:00:00,16.9,49,86682,0.6,130,0,0,0
2012-01-24 23:00:00,15.6,52,86526,0.8,132,0,0,0
2012-01-25 00:00:00,14.8,52,86666,0.7,131,0,0,0
2012-01-25 01:00:00,14.1,53,86807,0.7,120,0,0,0
2012-01-25 02:00:00,13.3,54,86947,0.7,43,0,0,0
2012-01-25 03:00:00,13.0,60,86981,0.6,34,0,0,0
2012-01-25 04:00:00,12.8,66,87014,0.6,27,0,0,0
2012-01-25 05:00:00,12.5,72,87048,0.5,9,0,0,0
2012-01-25 06:00:00,15.0,67,87006,0.0,5,0,0,0
2012-01-25 07:00:00,17.0,63,87096,1.5,300,15,92,10
2012-01-25 08:00:00,16.1,65,86304,0.8,14,128,286,61
2012-01-25 09:00:00,22.0,41,87316,0.0,183,282,381,146
2012-01-25 10:00:00,22.0,43,87316,2.1,100,427,337,245
2012-01-25 11:00:00,21.1,53,87393,1.0,10,543,319,326
2012-01-25 12:00:00,23.5,41,87441,1.2,235,639,372,354
2012-01-25 13:00:00,26.0,32,87488,1.5,150,684,421,355
2012-01-25 14:00:00,25.0,34,87445,2.1,150,502,185,362
2012-01-25 15:00:00,25.0,34,87445,0.0,257,423,168,312
2012-01-25 16:00:00,24.0,38,87403,0.0,263,246,85,200
2012-01-25 17:00:00,23.0,41,87360,0.0,268,120,69,86
2012-01-25 18:00:00,21.3,47,87182,0.3,284,0,0,0
2012-01-25 19:00:00,19.5,54,87004,0.7,323,0,0,0
2012-01-25 20:00:00,17.8,62,86826,1.0,330,0,0,0
2012-01-25 21:00:00,17.4,62,86882,1.0,8,0,0,0
2012-01-25 22:00:00,17.1,63,86937,1.0,26,0,0,0
2012-01-25 23:00:00,16.7,63,86992,1.0,330,0,0,0
2012-01-26 00:00:00,16.6,59,87135,1.0,51,0,0,0
2012-01-26 01:00:00,16.6,56,87278,1.0,55,0,0,0
2012-01-26 02:00:00,16.5,53,87422,1.0,360,0,0,0
2012-01-26 03:00:00,16.0,53,87399,1.0,54,0,0,0
2012-01-26 04:00:00,15.5,53,87376,1.0,46,0,0,0
2012-01-26 05:00:00,15.0,53,87354,1.0,360,0,0,0
2012-01-26 06:00:00,17.0,59,87096,0.0,29,0,0,0
2012-01-26 07:00:00,16.0,63,87051,0.0,26,11,20,10
2012-01-26 08:00:00,15.5,77,87565,1.0,130,121,228,64
2012-01-26 09:00:00,18.8,56,87441,1.0,36,286,357,143
2012-01-26 10:00:00,22.0,41,87316,1.0,130,359,249,233
2012-01-26 11:00:00,20.5,58,87600,2.0,180,586,438,287
2012-01-26 12:00:00,25.0,34,87445,2.1,200,649,385,351
2012-01-26 13:00:00,26.0,28,87488,0.0,117,683,434,343
2012-01-26 14:00:00,24.9,39,87454,1.0,10,673,514,292
2012-01-26 15:00:00,27.0,26,87530,2.6,130,634,760,155
2012-01-26 16:00:00,26.0,29,87488,1.3,180,484,776,95
2012-01-26 17:00:00,25.0,32,87445,0.0,199,270,602,72
2012-01-26 18:00:00,23.2,38,87281,0.3,207,0,0,0
2012-01-26 19:00:00,21.3,45,87117,0.7,183,0,0,0
2012-01-26 20:00:00,19.5,54,86953,1.0,320,0,0,0
2012-01-26 21:00:00,18.7,55,86999,1.0,111,0,0,0
2012-01-26 22:00:00,17.9,57,87046,1.0,101,0,0,0
2012-01-26 23:00:00,17.2,58,87092,1.0,82,0,0,0
2012-01-27 00:00:00,16.7,56,87226,1.0,54,0,0,0
2012-01-27 01:00:00,16.2,54,87360,1.0,33,0,0,0
2012-01-27 02:00:00,15.7,52,87494,1.0,23,0,0,0
2012-01-27 03:00:00,14.8,53,87463,1.0,19,0,0,0
2012-01-27 04:00:00,13.9,54,87431,1.0,20,0,0,0
2012-01-27 05:00:00,13.0,55,87399,1.0,360,0,0,0
2012-01-27 06:00:00,14.0,55,86960,0.0,22,0,0,0
2012-01-27 07:00:00,16.0,48,87051,0.0,18,16,110,10
2012-01-27 08:00:00,17.0,49,87753,1.0,10,154,456,41
2012-01-27 09:00:00,21.0,30,87273,0.0,43,359,733,67
2012-01-27 10:00:00,24.0,27,87403,2.1,180,567,868,81
2012-01-27 11:00:00,23.0,37,87614,2.3,117,729,933,88
2012-01-27 12:00:00,26.0,23,87488,2.6,150,827,957,95
2012-01-27 13:00:00,27.0,21,87530,1.0,80,851,960,99
2012-01-27 14:00:00,29.0,18,87614,0.0,191,800,942,99
2012-01-27 15:00:00,29.0,18,87614,0.0,197,677,894,98
2012-01-27 16:00:00,28.0,20,87572,0.0,201,494,800,91
2012-01-27 17:00:00,26.0,23,87488,0.0,211,275,610,72
2012-01-27 18:00:00,24.7,24,87362,0.2,203,0,0,0
2012-01-27 19:00:00,23.3,26,87236,0.3,141,0,0,0
2012-01-27 20:00:00,22.0,28,87110,0.5,63,0,0,0
2012-01-27 21:00:00,20.7,31,86984,0.7,65,0,0,0
2012-01-27 22:00:00,19.3,33,86858,0.8,56,0,0,0
2012-01-27 23:00:00,18.0,36,86732,1.0,270,0,0,0
2012-01-28 00:00:00,17.3,38,86831,1.0,25,0,0,0
2012-01-28 01:00:00,16.7,40,86930,1.0,20,0,0,0
2012-01-28 02:00:00,16.0,42,87029,1.0,17,0,0,0
2012-01-28 03:00:00,15.3,44,87127,1.0,14,0,0,0
2012-01-28 04:00:00,14.7,46,87226,1.0,13,0,0,0
2012-01-28 05:00:00,14.0,49,87325,1.0,310,0,0,0
2012-01-28 06:00:00,16.0,45,87051,2.1,290,0,0,0
2012-01-28 07:00:00,17.0,44,87388,1.4,9,19,170,9
2012-01-28 08:00:00,18.1,43,87726,0.7,12,165,532,33
2012-01-28 09:00:00,22.0,27,87316,0.0,29,375,813,54
2012-01-28 10:00:00,24.0,22,87403,3.1,130,586,927,66
2012-01-28 11:00:00,22.3,34,87437,1.0,10,749,978,74
2012-01-28 12:00:00,26.0,20,87488,3.1,130,847,1001,79
2012-01-28 13:00:00,28.0,19,87572,2.6,170,871,1004,82
2012-01-28 14:00:00,28.0,17,87572,2.6,160,820,988,82
2012-01-28 15:00:00,28.0,17,87572,2.1,250,696,951,78
2012-01-28 16:00:00,27.0,20,87530,0.0,137,514,881,70
2012-01-28 17:00:00,25.0,22,87445,0.0,144,293,732,54
2012-01-28 18:00:00,22.0,29,87316,0.0,193,0,0,0
2012-01-28 19:00:00,21.0,33,87273,0.0,87,0,0,0
2012-01-28 20:00:00,20.0,38,86708,1.0,340,0,0,0
2012-01-28 21:00:00,19.8,38,86729,1.0,88,0,0,0
2012-01-28 22:00:00,19.5,38,86751,1.0,104,0,0,0
2012-01-28 23:00:00,19.3,39,86772,1.0,340,0,0,0
2012-01-29 00:00:00,18.2,39,86924,1.0,18,0,0,0
2012-01-29 01:00:00,17.1,38,87075,1.0,17,0,0,0
2012-01-29 02:00:00,16.0,38,87227,1.0,320,0,0,0
2012-01-29 03:00:00,15.2,39,87229,1.0,2,0,0,0
2012-01-29 04:00:00,14.3,40,87231,1.0,2,0,0,0
2012-01-29 05:00:00,13.5,41,87233,1.0,320,0,0,0
2012-01-29 06:00:00,14.0,47,86960,0.0,7,0,0,0
2012-01-29 07:00:00,18.0,34,87141,0.0,9,19,168,9
2012-01-29 08:00:00,17.0,39,87650,1.0,330,167,533,35
2012-01-29 09:00:00,22.0,25,87316,1.5,180,381,816,57
2012-01-29 10:00:00,24.0,22,87403,2.1,190,593,929,71
2012-01-29 11:00:00,22.7,33,87377,2.0,180,756,973,83
2012-01-29 12:00:00,25.0,18,87445,0.0,102,851,984,95
2012-01-29 13:00:00,28.0,15,87572,0.0,116,873,975,103
2012-01-29 14:00:00,28.0,14,87572,0.0,129,818,950,106
2012-01-29 15:00:00,28.0,14,87572,0.0,139,694,906,101
2012-01-29 16:00:00,28.0,14,87572,0.0,149,511,829,89
2012-01-29 17:00:00,26.0,18,87488,0.0,156,290,671,67
2012-01-29 18:00:00,24.3,21,87201,0.3,156,0,0,0
2012-01-29 19:00:00,22.6,24,86914,0.7,131,0,0,0
2012-01-29 20:00:00,20.9,27,86627,1.0,290,0,0,0
2012-01-29 21:00:00,19.9,28,86630,1.0,91,0,0,0
2012-01-29 22:00:00,19.0,30,86634,1.0,64,0,0,0
2012-01-29 23:00:00,18.0,31,86637,1.0,310,0,0,0
2012-01-30 00:00:00,17.1,32,86738,1.0,29,0,0,0
2012-01-30 01:00:00,16.3,33,86838,1.0,22,0,0,0
2012-01-30 02:00:00,15.4,34,86939,1.0,20,0,0,0
2012-01-30 03:00:00,14.6,36,87039,1.0,18,0,0,0
2012-01-30 04:00:00,13.8,37,87140,1.0,19,0,0,0
2012-01-30 05:00:00,12.9,38,87240,1.0,330,0,0,0
2012-01-30 06:00:00,14.0,38,86960,0.0,25,0,0,0
2012-01-30 07:00:00,17.0,32,87096,0.0,26,19,157,10
2012-01-30 08:00:00,15.0,36,87706,0.0,41,167,522,37
2012-01-30 09:00:00,20.0,24,87229,0.0,86,381,806,60
2012-01-30 10:00:00,22.0,18,87316,0.0,121,510,608,182
2012-01-30 11:00:00,21.0,32,87492,2.0,200,702,756,162
2012-01-30 12:00:00,24.0,17,87403,1.5,130,737,614,264
2012-01-30 13:00:00,26.0,14,87488,4.1,30,885,1007,87
2012-01-30 14:00:00,26.0,13,87488,2.1,120,833,993,86
2012-01-30 15:00:00,26.0,13,87488,2.6,180,710,956,82
2012-01-30 16:00:00,26.0,12,87488,0.0,157,526,886,73
2012-01-30 17:00:00,22.0,20,87316,0.0,154,301,735,57
2012-01-30 18:00:00,20.3,23,87135,0.3,148,0,0,0
2012-01-30 19:00:00,18.7,27,86954,0.7,140,0,0,0
2012-01-30 20:00:00,17.0,32,86774,1.0,340,0,0,0
2012-01-30 21:00:00,16.0,34,86777,1.0,53,0,0,0
2012-01-30 22:00:00,15.0,37,86781,1.0,41,0,0,0
2012-01-30 23:00:00,14.0,40,86784,1.0,360,0,0,0
2012-01-31 00:00:00,13.6,40,86951,1.0,64,0,0,0
2012-01-31 01:00:00,13.3,41,87117,1.0,103,0,0,0
2012-01-31 02:00:00,12.9,42,87283,1.0,290,0,0,0
2012-01-31 03:00:00,12.6,47,87145,0.7,115,0,0,0
2012-01-31 04:00:00,12.3,52,87007,0.3,102,0,0,0
2012-01-31 05:00:00,12.0,58,86868,0.0,96,0,0,0
2012-01-31 06:00:00,12.0,58,86868,0.0,94,0,0,0
2012-01-31 07:00:00,17.0,42,87096,0.0,85,19,150,10
2012-01-31 08:00:00,18.0,39,87141,0.0,84,166,508,37
2012-01-31 09:00:00,20.0,30,87229,3.1,150,377,786,62
2012-01-31 10:00:00,21.0,28,87273,0.0,209,588,905,76
2012-01-31 11:00:00,21.5,28,87295,0.0,210,752,960,84
2012-01-31 12:00:00,22.0,27,87316,0.0,213,852,985,89
2012-01-31 13:00:00,25.0,19,87445,2.6,180,878,990,90
2012-01-31 14:00:00,26.0,20,87488,3.1,240,827,978,88
2012-01-31 15:00:00,26.0,21,87488,3.1,190,705,941,84
2012-01-31 16:00:00,25.0,22,87445,2.6,210,523,872,75
2012-01-31 17:00:00,23.0,27,87360,0.0,234,301,722,59
2012-01-31 18:00:00,19.2,37,86963,0.8,255,0,0,0
2012-01-31 19:00:00,17.9,41,86878,0.9,264,0,0,0
2012-01-31 20:00:00,16.9,44,86839,1.0,269,0,0,0
2012-01-31 21:00:00,16.5,45,86887,1.0,208,0,0,0
2012-01-31 22:00:00,16.3,46,87020,1.0,148,0,0,0
2012-01-31 23:00:00,16.2,45,87238,1.0,170,0,0,0
